folder,file,path,start_page,content,token_count,chunk_id
事例1,第三者委員会報告書_2_DSJB.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例1\第三者委員会報告書_2_DSJB.pdf,32,"27 
 エ 雑収入処理  
 スクラップの発生見込み及び実際の発生状況を把握し、スクラップの売却代金の着服
を防止するとともに、当該不正を発見することができる仕組みを構築・運用すべきである。  また、現場における現金取引等は、本支店口座を利用することとし、個人口座の利用を禁止すべきである。 自動販売機販売手数料についても自動販売機の設置届を提出させ、
販売手数料の授受についてはスクラップの売却代金の取扱いと同様の仕組みの構築・運
用を検討すべきである。 
 
（３）組織体制の見直し（本社及び支店からの統制・牽制機能の強化） 
 組織体制面で効果的に本社からの統制を強化する手段として、支店内に本社から連絡さ
れる不正行為に関するルールを推進する担当者を任命する等、当該ルールの伝達・現場でのルール遵守の徹底を図るとともに、現場での状況や不正行為の疑いを本社・支店に報告
させる機能を強化することが必要である。業務フローについては、現場レベルで施主（地
整、自治体）、元請の要請や、工事毎に個別、機動的な対応が必要であることは認識した上で、本社の牽制機能を強化すべく、 全社統一規則として必須なもの（予算、原価管理等）
を明確に定め、全社的な傾向分析を通じ抜き打ちの検査等で現場への牽制力を強化することが必要である。  また、PC 建築グループについては、組織上、各地域の PC 建築グループに対する牽制を
働かせるのが難しいことから、係る組織上の体制を見直し、各地域の PC 建築グループの業
務に対して、各支店レベルで実効性のある牽制を働かせることができる体制の構築を検討することが必要である。 
 
（４）リスク評価・管理体制の見直し 
 OSJB 及び ORSC では、リスク管理規程 に基づくリスクアセスメン トの実施とリスク対応
計画の策定及びモニタリング・レビューを通じ、OSJBグループにおける重要リスクの認識
と対応に努めていたが、本件不正行為のリスクについては、発生する蓋然性の高いリスク
として認識することができなかった。したがって、OSJB 及び ORSC において、リスク評価の見直しを行い、関係部門においては現場不正リスクを重点リスク項目とした上で、リスク管理委員会におけるモニタリング対象とすることが必要である。 
 
（５）監査機能の強化 
 OSJB 及び ORSC の社内監査について、 安全管理ないし労災関連の 視点のみならず、現場
における不正が行われる可能性があるとの視点から、協力会社に対する業務の外注内容が
適正か否か等、監査項目を追加的に設ける必要がある。また、不正に着眼点を絞った監査",1382,30
事例1,第三者委員会報告書_2_DSJB.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例1\第三者委員会報告書_2_DSJB.pdf,33,"28 
 を抜き打ち的に実施するなど、現場において外から「見られている」との緊張感をもたせ
る環境づくりも検討すべきである。 
 
以 上",212,31
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,1,"1平成 25 年 5月 8 日 
各      位 
 
会 社 名    椿本興業株式会社  
代表者名  取締役社長     椿 本  哲 也  
（コード番号 8052  東証・大証第 1 部） 
問合せ先  取締役 執行役員  大河原 治 
（TEL．  06－4795－8805 ） 
 
 
第三者委員会の報告書受領と当社の対応方針について 
 
 
当社は、平成 25 年 3 月 18 日付け「当社従業員による不正行為について」及び平成 25 年 3 月 25
日付け「第三者委員会設置に関するお知らせ」にて公表いたしましたとおり、当社元従業員による
不正行為の事実関係の調査と再発防止策の検討を進めてまいりました。 
平 成2 5年5月2日 、 社内調査委員会 （委員長：当社代表取締役 椿本 哲也） からの調査報告書と、
また、同日に、第三者委員会（委員長：三浦 州夫 弁護士）からの調査報告書を受領いたしましたので、その内容と今後の対応等について、下記のとおりご報告させていただきます。 
 株主の皆様、お取引先様、投資家及び市場関係者の皆様をはじめ関係各位に、ご迷惑とご心配を
おかけしておりますことを、深くお詫び申し上げます。 
 
記   
１. 社内調査委員会による調査報告書の内容 
報告内容は、添付資料１「社内調査委員会  調査報告書」をご覧ください。 
 
２. 第三者委員会による調査報告書の内容 
報告内容は、添付資料２「第三者委員会  調査報告書（要約版） 」をご覧ください。 
  （なお、要約版は正式版と同様の内容であり、固有名詞をアルファベットに置き換えたものであ
ります。 ） 
 
３. 第三者委員会の調査報告書を受けた今後の対応について 
平成 25年 5月 2日に受領いたしました第三者委員会の調査報告書の内容を踏まえ、後述４の関係
者の処分及び経営責任の明確化に加え、第三者委員会の再発防止策の提言に基づき、下記のとおり
改善してまいります。 
 
(1) コンプライアンス意識の徹底とコンプライアンス規定の新設 
(2) 内部通報制度の改善 
(3) 定期的人事異動の実施 
(4) 営業部門より発注業務の分離と営業事務の見直し 
(5) 各種内部規定の見直しと実務運用の徹底 
(6) 内部監査体制の充実 
(7) 取締役会及び監査役会の更なる活性化",1103,1
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,2,"2４. 関係者の処分と経営責任について 
一連の不正取引を主導的に行ったと認められる当社中日本営業本部元 SD 長は、平成 25 年 5 月 8
日開催の取締役会において、 不正な取引をしていたことを理由として懲戒解雇といたしました。 又、
今後顧問弁護士と相談しながら民事及び刑事の両面からその責任を明確にさせていく予定です。関係部署の他の社員については詳細な調査の結果、一定の責任が認められたため、内部規定に基づき厳正な処分をいたしました。 
さらに、管理監督責任を負う当社取締役及び監査役については、今回の事態の重要性を厳粛に受
け止め、その経営責任を明確にするため以下の処分を行うことといたしました。 
   代表取締役社長 月額報酬の 30%を 3ヶ月減額 
  取締役専務執行役員（営業総括） 月額報酬の 20%を 3ヶ月減額 
  取締役常務執行役員（東日本営業本部長） 月額報酬の 10%を 3ヶ月減額 
  取締役常務執行役員（管理総括） 月額報酬の 20%を 3ヶ月減額 
  取締役常務執行役員（中日本営業本部長） 月額報酬の 40%を 3ヶ月減額 
  取締役常務執行役員（西日本営業本部長） 月額報酬の 10%を 3ヶ月減額 
  取締役執行役員 2名 月額報酬の 20%を 3ヶ月減額 
  その他の取締役執行役員 3名（社外取締役執行役員除く） 月額報酬の 10%を 1ヶ月減額   常 勤 監 査 役    1 名  月額報酬の 10%を 3ヶ月減額 
 
５. 再発防止策について 
当社といたしましては、今回の従業員による不正行為という事実を厳粛に受け止め、第三者委員
会の提言を踏まえ、以下の再発防止策に取り組んでまいります。又、これ以外にも必要に応じて適
宜対応策を実施してまいります。内容については、必要に応じ開示いたします。 
 
(1) コンプライアンス意識の徹底とコンプライアンス規定の新設 
現行の「企業倫理規定」 （平成 18年 5月 18日施行）に加え、新たに「コンプライアンス規定」
を制定すると共に、取締役をはじめグループ社員を含めた全社員向けに、階層別社内教育(外部講師による講習会を含む)を実施し、コンプライアンス意識の向上を図ります。 
 
(2) 内部通報制度の改善 
現在の「内部通報に関する規定」を見直し、新たに外部機関に相談窓口を設け、通報者の完 
全保護体制と被通報者の尊厳の確保を前提に秘匿調査の実施をすること及び内部通報制度について全社員への周知徹底を図ります。 
 
(3) 定期的人事異動の実施 
本事案には、停滞した人事異動に大きな要因があったことに鑑み、人事異動の活性化の実施
を図ります。 
① 同一部署での在籍が長期にわたらないよう配慮し、担当替え等定期的な人事異動を実施
します。 
② 特に、管理職以上にはその職務に応じて定期的な人事異動を実施いたします。 
 
(4) 営業部門より発注業務の分離と営業事務の見直し 
現状の営業事務の流れは、受注から売掛金回収までを一営業員が実行するという営業スタイ
ルであり、本事案は、ここの悪用が大きな要因となっていました。 
その反省により、今後の対応を次のとおりといたします。 
① 各営業本部に営業本部長直轄の「業務課」を設置し、発注業務をいたします。 ② 営業部門における発注権限の制限 
中小仕入先に発注する装置物件についての営業部門の発注権限を業務課内に設置する仕
入担当部門に移管いたします。",1847,2
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,3,"3③ 当社注文書フォームの統一化 
④ 工事原価管理の徹底 ⑤ 下請仕入先の管理強化と基本契約書の締結 ⑥ 直送取引の現品(仕掛品)確認の実施 
 
(5) 各種内部規定の見直しと実務運用の徹底 
① 内部規定の見直しと整備（決裁権限規定、在庫管理規定等） ② 各種支払業務の厳格化 ③ 定期的な内部規定に関する教育の実施 
 
(6) 内部監査体制の充実 
① 内部監査部門の職務分掌の明確化 ② 内部監査部門の調査の枠を拡げた権限強化及びその全社周知徹底  
 
(7) 取締役会及び監査役会の更なる活性化 
① 取締役会の監督機能の充実 
内部監査部門にて把握された顕在ないし潜在するリスクは、内部規定に基づき、取締役 
会に報告することとし、取締役会は、これらの報告事項も重要な審議事項に位置づけ、審 議・検討を行い、担当部署に対し、適切な指示・指導を実行し、取締役会の機能充実を図 ります。 
② 監査役監査活動の強化と監査機能の充実 
「監査役・管理部門連絡協議会」及び「関係会社監査役との情報連絡協議会」における
審議内容を充実し、内在する不正発生のリスクを監視すると共に、往査・監査で確認されたコンプライアンス違反、財務経理上の問題、内部統制違反等の懸念事項については監査役会で審議し、必要があれば取締役会に報告することといたします。また、監査法人との情報交換の機会を増やし、より質の高い監査を実施いたします。 
 
以 上",966,3
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,4,"調 査 報 告 書 
 
  
 
            
平成 25年5月2日 
 
 
椿本興業株式会社 
社内調査委員会  
 
 
mûNØÇeÿ",164,4
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,5,"i目次  
 
第１ 不正取引が行われていた中日本営業本部／東海東部ＳＤ、東海西部ＳＤの位置付け 
及び事業内容 ·····································································································  1 
 １  社内における中日本営業本部／東海東部ＳＤ、東海西部ＳＤの位置付け ···················  1 
 ２  中日本営業本部の事業内容 ················································································  1 
第２ 社内調査委員会の設置及び目的 ·············································································  2 
 １  社内調査委員会の設置に至る経緯 ·······································································  2 
  (1) 架空取引の疑いの浮上 ·······················································································  2 
  (2) 内部調査の開始及び社内調査委員会の設置 ···························································  2 
 ２  社内調査委員会の構成 ······················································································  2 
 ３  社内調査委員会の目的 ······················································································  3 
第３ 調査体制、調査対象及び調査方法の概要 ·································································  3 
 １  調査体制 ········································································································  3 
 ２  調査対象取引 ··································································································  3 
  (1) 不正取引の手口 ································································································  3 
  (2) 中日本営業本部 ································································································  4 
    (a) 特定取引先 7社及びＡ社との取引 ·································································  4 
    (b) その他の取引先との取引 ··············································································  4 
  (3) その他の営業部門 ·····························································································  5 
    (a) 調査対象会社 8社との取引 ··········································································  5 
        ( b )  その他の取引先との取引 ··············································································  5 
 ３  調査対象期間 ··································································································  5 
 ４  調査項目 ········································································································  5 
  (1) 取引の実在性の確認及び架空・循環取引の特定 ·····················································  5 
  (2) 特定取引先の確定 ·····························································································  5 
  (3) 架空・循環取引の全体把握 ·················································································  6 
  (4) 潜在債務の確認 ································································································  6 
  (5) その他 ············································································································  6 
 ５  調査手法 ········································································································  6 
  (1) ヒヤリング ······································································································  6 
  (2) 証憑書類の確認 ································································································  6 
  (3) 取引の実在性の確認 ··························································································  6 
  (4) 電子データの調査 ·····························································································  7 
  (5) その他 ············································································································  7",2161,5
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,6,"ii 
第４  調査結果 ········································································································  7 
 １  不正取引の概要 ·······························································································  7 
  (1) 納入実態のある仕入取引に水増し発注した取引 ·····················································  7 
  (2) 納入実態のある仕入取引に架空工事代金を追加発注した取引 ···································  8 
  (3) 納入実態のない架空・循環取引 ···········································································  8 
  (4) 納入実態のない架空・循環取引に架空工事代金を追加発注した取引 ··························   9 
 ２  不正取引が行われていた中日本営業本部の組織概要ならびに社内関与者及び不正取引の  
    相手方となった取引先 ························································································ 9 
  (1) 中日本営業本部の組織概要 ··················································································· 9 
  (2) 社内関与者 ········································································································10 
  (3) 不正取引に関与した取引先の概要··········································································11 
   (a) Ａ社··············································································································11 
   (b) Ｂ社··············································································································11 
   (c) Ｃ社 ··············································································································12 
   (d) Ｄ社··············································································································12 
   (e) Ｅ社 ··············································································································12 
   (f) Ｆ社 ··············································································································12 
   (g) Ｇ社 ··············································································································13 
   (h) Ｈ社··············································································································13 
   (i) 過去に関与したと思われる会社 ··········································································13 
 ３  不正取引に至る経緯、動機及び背景 ······································································14 
    (1) 個人的な遊興費・接待費の捻出 ·············································································14 
  (2) Ａ社への資金支援 ·····························································································14 
  (3) 中日本営業本部特有の社内環境とチェック体制の不備 ··············································15 
(a) 人事異動の少なさ ····························································································15 
(b) 日常の営業事務処理方法の悪用··········································································15 
(c) 小規模の事務所 ·······························································································16 
(d) 工事案件収益管理の甘さ ··················································································16 
(e) チェック体制の不備 ························································································· 16 
 ４  不正取引の全体像 ······························································································17 
(1) 各取引先の架空・循環取引の時期と位置付け ··························································17 
(a) 第Ⅰ期 平成 18年8月以前 ··············································································18 
(b) 第Ⅱ期 平成 18年9月～平成 21年8月····························································18 
(c) 第Ⅲ期 平成 21年9月以降 ··············································································20 
  (2) 架空・循環取引の破綻 ·························································································20 
  (3) 架空・循環取引の総額及び破綻による各社の資金ポジション ·····································21 
    (4) 当社における修正すべき取引 ················································································22",2526,6
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,7,"iii ５  当社における、不正取引にかかる年度別取引額 ·······················································22 
 ６  社内関与者による現金着服額の推定 ······································································22 
第５  過年度決算への影響額 ························································································22 
 １  過年度決算訂正の方針 ························································································22 
 ２  過年度決算訂正による内容及び影響額 ···································································23 
  (1) 決算訂正の主な内容 ····························································································23 
  (2) 主要な財務諸表項目への影響額 ·············································································23 
  (3) 連結損益計算書及び連結貸借対照表の主要項目への影響額 ········································24 
  (4）損益計算書及び貸借対照表の主要項目への影響額 ····················································26 
第６  内部規定及び内部統制に関する事項 ······································································27 
 １  不正取引に関する内部規定 ··················································································27 
  (1) 職務権限及び業務分掌 ·························································································27 
  (2) 決裁権限 ···········································································································28 
  (3) 売上及び仕入に関する規定 ···················································································28 
 ２  内部統制の整備状況 ························································································28 
 ３  内部統制上の問題 ······························································································29 
  (1) 中日本営業本部内における実行 ·············································································29 
  (2) 中日本営業本部内における特殊要因 ······································································29 
  (3) 内部統制を無力化させようとするための手段の存在 ·················································29",1464,7
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,8,"-1  -第１ 不正取引が行われていた中日本営業本部／東海東部 SD、東海西部 SDの位置付け及び事業内容  
  １ 社内における中日本営業本部／東海東部 SD、東海西部 SDの位置付け  
     椿本興業株式会社（以下「椿本興業」という。 ）は、国内外の産業界全般に、動伝事業・設備
装置事業・産業資材事業を展開している。  
椿本興業における中日本営業本部／東海東部 SD、東海西部 SD（Sales Division の略）の位
置付けは、下記図１のとおりである。  
 
  （図１ 会社組織図、平成 24年度）  
 
                  
２ 中日本営業本部の事業内容 
     中日本営業本部は、東海地区を担当エリアとしており、機械部品をはじめ、自動車関連企業
を中心に搬送設備等の自動化・省力化商品を売上している。  
     各ＳＤの動伝営業部では、動力伝動機器として各種駆動・搬送チェーン、減速機、ギアード
モータ、カップリング、各種センサー、制御機器等の部品を売上している。  
     各ＳＤの装置営業部では、自動車関連には組立・加工・検査・溶接・塗装ライン、食品関連
には原料の計量・調合・投入・洗浄・殺菌・冷却・冷凍等のシステム、物流では入荷検品・保管・流通加工・ピッキング・荷捌・ 仕分・包装・梱包・検品出荷等あらゆる産業界向けに装置・
システムを売上している。  
    
 内部監査室（内部統制ﾁｰﾑ）経営戦略本部
経営会議  
ｺﾝﾌﾟﾗｲｱﾝｽ室
開発戦略本部  
東日本営業本部 営業総括本部  常勤役員会 取締役会  
中日本営業本部
西日本営業本部
管理本部  東海東部 SD
東海西部 SD動伝営業部 
装置営業部 株 主 総 会 
社 長  
動伝営業部 
装置営業部 監査役会",995,8
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,9,"-2  -第２ 社内調査委員会の設置及び目的 
  １ 社内調査委員会の設置に至る経緯 
(1) 架空取引の疑いの浮上  
 中日本営業本部／東海東部 SDにおける元ＳＤ長（事業部長クラス）が関与する取引におい
て平成 24年1月に 926百万円（百万円未満切捨て。以下同じ。 ）のたな卸資産残高となってい
る状況につき、コンプライアンス室及び経理部門と元ＳＤ長との、たな卸資産の状況ヒヤリングと業務処理手順の改善のための打合せ会議があった。会議では、取引契約書の整備、取引の本部長決裁等の確認を取り決め、運用を開始していた。その後も、数回にわたりコンプライアンス室及び経理部門が元ＳＤ長にたな卸資産残高の削減を行うべく打合せ会議を開催したが、たな卸資産残高は減らず、平成 24年12月末のたな卸資産残高が、 1,303百万円に達し、常勤
監査役も、元ＳＤ長への聞き取り調査を開始、業務関連の書類提供、現場視察の段取りを指示した。その後、取引先に対する売掛金残高も滞留し始めたことから、経理部門の最高責任者である岡本常務執行役員から、中日本営業本部長である濱本常務執行役員へ、たな卸資産残高及び売掛金残高水準の高さ、削減目標とした与信限度内に取引が制御できていないこと、装置部門の一担当者の案件数が非常に多く、元ＳＤ長が全てを把握できているか疑問であること等から、取引全般が不透明であること、たな卸資産が万一売上出来ない場合及び売掛金回収が出来ない場合の当社のリスクがあまりにも高い、等の理由で一連の取引を中止させるよう、平成 25
年2月に勧告した。このため、それまで正常取引を装っていた架空・循環取引による資金が、
それを中止したことにより循環を止め、資金繰りに困った元ＳＤ長が、平成 25年3月13日に
営業総括本部長の西田専務執行役員に対し、濱本常務執行役員、岡本常務執行役員の同席のもと架空・循環取引を行っていた旨の告白をしたものである。  
 
(2) 内部調査の開始及び社内調査委員会の設置 
以上のとおり、元ＳＤ長関与の取引において、機械の架空取引によるたな卸資産や売掛金が
実在しない疑いが生じたため、当社は、平成 25年3月14日に経理部門及びコンプライアンス
部門からなるタスクチームを直ちに立ち上げ、元ＳＤ長からの事情聴取を開始した。  
当社は、元ＳＤ長が約 10年前から架空・循環取引を単独で実施していたことを供述し、書類
捏造に要した書類・印鑑類を提供したため、本件不正取引（以下「不正取引」または「本件」という。 ）が行われていたことが確実となったとして、社内調査委員会を設置した上で同年 3月
18日にこの事実を開示した。また、この事実関係の有無及びその内容の解明等のために、同年
3月25日に第三者委員会を設置し、同日にその事実を開示した。  
 
  ２ 社内調査委員会の構成 
 
    社内調査委員会のメンバーは、以下のとおりである。  
     委員長   椿本 哲也（代表取締役社長）  
    副委員長  岡本 正風（取締役 常務執行役員）管理本部長",1632,9
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,10,"-3  -    委 員     中 島  省三（常勤監査役）  
          大河原 治（取締役 執行役員）経営戦略本部長  
          春日部 博（取締役 執行役員）管理本部 副本部長  
          宮 崎   捷（執行役員）管理本部長 補佐  
          玉 野  晃彦（内部監査室長）  
          藤 井  誠人（財経部長）  
          三 好  秀樹（コンプライアンス室長）  
          善 澄   壮（財務グループ長）  
 
  ３ 社内調査委員会の目的 
      社内調査委員会の目的は、①不正取引に関する事実関係の調査・解明、②過年度決算への影
響額の確定、③上記①及び②の調査結果を記載した調査報告書の作成である。 
なお、 再発防止策の検討及び提言等については、 現在、 第三者委員会において調査中であり、
社内調査委員会の調査対象には含まれていない。  
 第３ 調査体制、調査対象及び調査方法の概要  
      社内調査委員会は、平成 25年3月18日に設置された後、直ちに調査を開始し、以後、本調
査報告書作成日である同年 5月2日までの間、以下のとおり調査を行った。  
   １ 調査体制 
      社内調査委員会の委員長、副委員長及び委員のほか、調査補助者として、当社の経理部門か
ら10名余り、及び外部専門家チームとして株式会社アカウンティング・アドバイザリー所属の
公認会計士等 7名を加え、調査を行った。  
   ２ 調査対象取引  
(1) 不正取引の手口  
中日本営業本部の営業部員、営業事務職員、名古屋経理課員へのヒヤリング、当社の取引先
8社との面談、資料の分析によって、元ＳＤ長が決裁権限を悪用し、独断で複数の取引先と架
空・循環取引を行っていたことが判明した。これら架空・循環取引は、直送取引（当社が仕入
先に商品を発注し、売上先である機械商社または機械メーカーに売却するものの、商品そのものは当社の仕入先、あるいは仕入先の先の下請先が製造後、当社の売上先、あるいは売上先の先の最終ユーザーである大手プラントメーカーや大手鉄鋼会社等の地方工場へ直送され、当社と仕入先が最終ユーザー立会いのもと据付・動作確認まで実施する）を利用したもので、元ＳＤ長が営業担当として、商品の発注から売上、据付工事指示まですべてを担当し、取引先へ納期・金額等を指示していた。  
元ＳＤ長は、中日本営業本部長に次ぐ立場で、東海東部ＳＤを統括していた。また、部下に
は、実在取引の中へ紛れ込ませた架空発注や水増し発注（実在取引に架空の仕入原価を追加計上したり、応諾した仕入価格以上に仕入金額を過大計上すること。 ）を指示したものの、これら",1477,10
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,11,"-4  -取引内容について詳細に関与させることはせず、 部下の社員番号を別枠で勝手に使用していた。
さらには、部下の印鑑を偽造した上で、仕入先への商品発注、売上先への納品・請求書作成などを元ＳＤ長の管轄下の営業事務職員に入力処理を行わせ、あたかも部下が営業活動を行ったかのように見せかけていた。  
つまり、 ＳＤ長という地位を利用して部下に協力させながら、 実際には単独ですべての売上・
仕入取引を画策・まとめ上げ、その業務処理を指示していたものであった。  
この不正の手口にあっては、仕入先のさらに下位に位置する下請先の協力が欠かせない。当
社の仕入計上においては、通常、仕入先が当社に納品書を送付し、この納品書をもって最終ユーザーへの商品納入が当社側で書類上確認されるが、今回の手口は、当社の仕入先のさらに下位に位置する下請先の存在があり、下請先の出荷報告を当社の仕入先が受信すれば、当該仕入先は当社に納品書を送付することが行われてしまうことを利用したものであった。  
この様に、不正の手口は、当社の仕入先の下請先であるＡ社と元ＳＤ長が共謀し、直送取引
を利用して出荷・納品・設置があたかも行われたかのように装ったもので、当社の売上側の商流については、Ａ社が特定の取引先 7社（以下「特定取引先 7社」という。 ）の売上先となり、
当社の仕入側の商流については、特定取引先 7社のうちの 4社を当社とＡ社との間に介在させ
た形で、納品書・請求書等の証憑書類に基づき入出金を行い、更には、経理部門の証憑チェックをパスする目的で、各種書類の捏造をすることによって、社内において架空・循環取引であることを隠蔽していたものである（商流については、後述第４． 1(3)の図 2、架空・循環取引の
概要を参照） 。  
直送取引のうち、元ＳＤ長が関与・指示していた取引は、当社の商品セグメントで言う「設
備装置事業」であるため、中日本営業本部における設備装置事業の取引を中心に調査することにした。  
 
(2) 中日本営業本部  
(a) 特定取引先 7社及びＡ社（以下「調査対象会社 8社」という。 ）との取引  
調査対象会社 8社との過去 10年間 （平成 15年4月1日から平成 25年3月31日まで）
の全取引  
調査対象会社 8社の内の特定の 2社を仕入先とする取引については、調査の過程で水
増し発注が疑われる事実が発覚したため、さらに過去 5年間（平成 10年4月1日から
平成 15年3月31日まで）の仕入取引を追加調査した。  
(b) その他の取引先との取引  
元ＳＤ長の管理下にあった営業部門のため、 その他の取引先との取引についても調査の対象とした。  
設備装置事業に区分される、 東海東部ＳＤと東海西部ＳＤのそれぞれ装置営業部の直近
2年度（第 10
9期：平成 23年4月1日から平成 24年3月31日まで、第 110期：平
成24年4月1日から平成 25年3月31日まで）の各年度の取引額の年間合計額が 30
百万円以上の実績がある取引先のうち、 1件5百万円以上の取引があった場合の当該取
引先の全社を対象とし、この取引先各社との取引のうち、各社ごとの取引の任意に 3",1609,11
事例3,13050801.pdf,C:\Users\nyham\work\A2A\A2A\A2A_risk\samples\python\agents\data_agent\data\不正事例\事例3\13050801.pdf,12,"-5  -件を抽出（ 3件未満の場合は、全件数）した取引の実在性を確認した。  
(3) その他の営業部門 
(a) 調査対象会社 8社との取引 
調査対象会社 8社との過去 10年間 （平成 15年4月1日から平成 25年3月31日まで）
の全取引  
調査対象会社 8社の内の特定の 2社を仕入先とする取引については、他の営業部門で
の仕入実績があったため、水増し発注が無いことを確認する意味で、上記（ 2） （a）と
同様に、さらに過去 5年間（平成 10年4月1日から平成 15年3月31日まで）の仕
入取引を追加調査した。  
(b) その他の取引先との取引  
中日本営業本部とは地区を異にするが、ビジネスモデルが共通している他地区（東日
本営業本部、西日本営業本部）の設備装置事業に区分される装置営業部の直近 2年度
（第 109期：平成 23年4月1日から平成 24年3月31日まで、第 110期：平成 24
年4月1日から平成 25年3月31日まで）の各年度の取引額の年間合計額が 30百万
円以上の実績がある取引先のうち、 1件5百万円以上の取引があった場合の当該取引先
の全社を対象とし、この取引先各社との取引のうち各社ごとの取引の任意に 1件を抽
出した取引の実在性を確認した。 
 
  ３ 
調査対象期間  
      本調査の対象期間は、元ＳＤ長の自白により、約 10年程度前から不正取引を実施していたこ
とがわかっていたが、Ａ社提供の資料や元ＳＤ長が提出した書類と当社の売上データとの突合
等により、平成 10年のＡ社設立時から調査をするべき、と判断した。この結果、事実の確定と
訂正額の確認ができた範囲において、平成 15年度以降について決算の訂正を行うべき、と判断
した。  
 
  ４ 調査項目 
(1) 取引の実在性の確認及び架空・循環取引の特定  
本件は、実際には商品の納入が行われていないにもかかわらず、あたかも当社が仕入先から
商品を仕入れ、客先へ売上（直送取引）されたかのように偽装されていた。そこで、架空取引
の疑いのある取引を当社の売上・仕入記録（会計記録）から抽出し、取引された商品が確実に存在し、確かに売上先に引き渡された取引であるかどうかを調査することで、取引の実在性を確認し、架空・循環取引の特定を行った。  
 
(2) 特定取引先の確定 
不正取引を実現するためには社外の協力者の存在が必要不可欠であることから、不正取引に
関わったＡ社と資金を循環させる役割の中間会社（特定取引先 7社）を確定させるため、関与
の可能性がある会社については、ヒヤリングを実施するとともに関連取引の証憑書類の調査を行った。",1371,12
